PROPERTY_NUM,PROPERTY_NAME,ADDRESS,CITY,STATE,ZIP,LATITUDE,LONGITUDE
NSA #00743,SecurCare Self Storage | E Main St,610 E Main St,Allen,TX,75002,33.099949,-96.657717
NSA #00274,SecurCare Self Storage | W Amarillo Blvd,3814 W Amarillo Blvd,Amarillo,TX,79106,35.222513,-101.880583
NSA #00275,SecurCare Self Storage | I-40,4000 I-40,Amarillo,TX,79104,35.19124,-101.78877
NSA #00281,SecurCare Self Storage | Lowes Ln,6620 Lowes Ln,Amarillo,TX,79106,35.21161,-101.909491
NSA #00282,SecurCare Self Storage | Paramount Blvd,2501 Paramount Blvd,Amarillo,TX,79109,35.187746,-101.872688
NSA #00283,SecurCare Self Storage | SW 34th Ave,7409 SW 34th Ave,Amarillo,TX,79121,35.175195,-101.922957
NSA #00284,SecurCare Self Storage | 4708 Bell St,4708 Bell St,Amarillo,TX,79109,35.158903,-101.903224
NSA #00285,SecurCare Self Storage | E 34th Ave,1500 E 34th Ave,Amarillo,TX,79118,35.176699,-101.822756
NSA #00286,SecurCare Self Storage | Coulter St S,5300 Coulter St S,Amarillo,TX,79119,35.150236,-101.921885
NSA #00390,SecurCare Self Storage | N Forest St,831 N Forest St,Amarillo,TX,79106,35.22351,-101.882038
NSA #00408,SecurCare Self Storage | Teckla Blvd,4332 Teckla Blvd,Amarillo,TX,79109-5422,35.164703,-101.888593
NSA #00834,SecurCare Self Storage | S Soncy Rd,8213 S Soncy Rd,Amarillo,TX,79119,35.123177,-101.937484
NSA #01129,SecurCare Self Storage | 4600 Bell St,4600 Bell St,Amarillo,TX,79109,35.160475,-101.904322
NSA #01115,SecurCare Self Storage | N Powell Pkwy,3119 N Powell Pkwy,Anna,TX,75409,33.383938,-96.558556
NSA #00253,SecurCare Self Storage | S Cooper St,3016 S Cooper St,Arlington,TX,76015,32.695759,-97.126263
NSA #00254,SecurCare Self Storage | S Collins St,2331 S Collins St,Arlington,TX,76014,32.705514,-97.09706
NSA #00255,SecurCare Self Storage | N Collins St,2306 N Collins St,Arlington,TX,76011,32.772176,-97.097733
NSA #00745,RightSpace Storage | State Hwy 71,9023 State Hwy 71,Austin,TX,78735,30.256703,-97.904298
NSA #00747,RightSpace Storage | Menchaca Rd,9507 Menchaca Rd,Austin,TX,78748,30.175842,-97.820118
NSA #00754,RightSpace Storage | Research Blvd,8956 Research Blvd,Austin,TX,78758,30.370124,-97.724206
NSA #01203,RightSpace Storage | Midwood Pkwy,6401 Midwood Pkwy,Austin,TX,78736,30.255981,-97.905502
NSA #00542,iStorage | Garth Rd,3908 Garth Rd,Baytown,TX,77521,29.76435,-94.976695
NSA #00604,iStorage | N Alexander Dr,2900 N Alexander Dr,Baytown,TX,77521,29.7534,-94.944056
NSA #00608,iStorage | Rollingbrook Dr,1670 Rollingbrook Dr,Baytown,TX,77521,29.762165,-94.979618
NSA #00256,SecurCare Self Storage | Norwood Dr,1320 Norwood Dr,Bedford,TX,76022,32.835568,-97.167483
NSA #00582,iStorage | TX-36,12085 TX-36,Bellville,TX,77418,29.918603,-96.239467
NSA #00737,RightSpace Storage | Sparta Rd,1709 Sparta Rd,Belton,TX,76513,31.083421,-97.474004
NSA #01112,iStorage | 30000 1 10,30000 I-10,Boerne,TX,78006,29.742839,-98.690572
NSA #01114,iStorage | Shooting Club Rd,105 Shooting Club Rd,Boerne,TX,78006,29.82215,-98.750149
NSA #00130,Move It Storage | Central Blvd,2315 Central Blvd,Brownsville,TX,78520,25.938336,-97.510191
NSA #00151,Move It Storage | Ruben M Torres Blvd,6580 Ruben M Torres Blvd,Brownsville,TX,78521,25.939642,-97.424926
NSA #00152,Move It Storage | Frontage Rd #77,654 Frontage Rd #77,Brownsville,TX,78521,25.931997,-97.49331
NSA #00153,Move It Storage | Kings Hwy Ste 101A,274 Kings Hwy Ste 101A,Brownsville,TX,78521,25.922374,-97.471143
NSA #00154,Move It Storage | Morningside Rd,205 Morningside Rd,Brownsville,TX,78521,25.903647,-97.455273
NSA #00155,Move It Storage | US-281,1575 US-281,Brownsville,TX,78520,25.941614,-97.540836
NSA #00156,Move It Storage | North Expy,3605 North Expy,Brownsville,TX,78520,25.956373,-97.50742
NSA #01053,Move It Storage | Central Blvd,2655 Central Blvd,Brownsville,TX,78520,25.940173,-97.510256
NSA #00384,SecurCare Self Storage | S College Ave,2306 S College Ave,Bryan,TX,77801,30.646131,-96.364575
NSA #00385,SecurCare Self Storage | Baker Ave,1109 Baker Ave,Bryan,TX,77803,30.668039,-96.369511
NSA #00748,RightSpace Storage | Park 35 Cove N,227 Park 35 Cove N,Buda,TX,78610,30.069896,-97.831839
NSA #01118,SecurCare Self Storage | Exchange St,272 Exchange St,Burleson,TX,76028,32.540375,-97.336131
NSA #01188,SecurCare Self Storage | NW Newton Dr,315 NW Newton Dr,Burleson,TX,76028,32.543131,-97.332966
NSA #01195,SecurCare Self Storage | NW Newton Dr,245 NW Newton Dr,Burleson,TX,76028-4575,32.540381,-97.336139
NSA #01161,SecurCare Self Storage | Hunsley Rd,73 Hunsley Rd,Canyon,TX,79015,34.999881,-101.930819
NSA #00576,iStorage | FM2673,5622 FM2673,Canyon Lake,TX,78133,29.836673,-98.234055
NSA #00662,SecurCare Self Storage | Oak Tree Dr,2771 Oak Tree Dr,Carrollton,TX,75006,32.984644,-96.855878
NSA #00131,SecurCare Self Storage | S Preston Rd,3910 S Preston Rd,Celina,TX,75009,33.270804,-96.779632
NSA #00133,iStorage | Cibolo Valley Dr,508 Cibolo Valley Dr,Cibolo,TX,78108,29.572774,-98.233976
NSA #00380,SecurCare Self Storage | Longmire Dr,3400 Longmire Dr,College Station,TX,77845,30.584205,-96.28951
NSA #00381,SecurCare Self Storage | Longmire Dr,3007 Longmire Dr,College Station,TX,77845,30.584205,-96.28951
NSA #00382,SecurCare Self Storage | Texas 6 Frontage Rd,4074 Texas 6 Frontage Rd,College Station,TX,77845,30.576017,-96.279651
NSA #00383,SecurCare Self Storage | Graham Rd,625 Graham Rd,College Station,TX,77845,30.569038,-96.296905
NSA #00528,iStorage | N Loop 336 W,1777 N Loop 336 W,Conroe,TX,77304,30.331004,-95.486342
NSA #00577,iStorage | N Frazier St,4215 N Frazier St,Conroe,TX,77303,30.367442,-95.47772
NSA #00583,iStorage | W Davis St,4300 W Davis St,Conroe,TX,77304,30.330772,-95.505805
NSA #00600,iStorage | W Davis St,2135 W Davis St,Conroe,TX,77304,30.317753,-95.479548
NSA #00140,Move It Storage | Holly Rd,6001 Holly Rd,Corpus Christi,TX,78412,27.693096,-97.36877
NSA #00141,Move It Storage | Callicoatte Rd,4302 Callicoatte Rd,Corpus Christi,TX,78410,27.854045,-97.603162
NSA #00142,Move It Storage | Dunbarton Oak St,6197 Dunbarton Oak St,Corpus Christi,TX,78414,27.675904,-97.372886
NSA #00143,Move It Storage | Weber Rd,7649 Weber Rd,Corpus Christi,TX,78415,27.690648,-97.433741
NSA #00144,Move It Storage | S Staples St,6857 S Staples St,Corpus Christi,TX,78413,27.677039,-97.390068
NSA #00146,Move It Storage | Weber Rd,6537 Weber Rd,Corpus Christi,TX,78413,27.699635,-97.415259
NSA #00147,Move It Storage | S Padre Island Dr,9337 S Padre Island Dr,Corpus Christi,TX,78418,27.675323,-97.302536
NSA #00166,Move It Storage | Yorktown Blvd,7101 Yorktown Blvd,Corpus Christi,TX,78414,27.653241,-97.369557
NSA #00167,Move It Storage | Ayers St,4902 Ayers St,Corpus Christi,TX,78415,27.737612,-97.424447
NSA #00168,Move It Storage | Holly Rd,3302 Holly Rd,Corpus Christi,TX,78415,27.719289,-97.416167
NSA #00169,Move It Storage | Villa Dr,701 Villa Dr,Corpus Christi,TX,78408,27.797507,-97.438958
NSA #00170,Move It Storage | McArdle Rd,6001 McArdle Rd,Corpus Christi,TX,78412,27.706634,-97.360051
NSA #00171,Move It Storage | S Staples St,6534 S Staples St,Corpus Christi,TX,78413,27.683593,-97.383706
NSA #00833,Move It Storage | S Padre Island Dr,2902 S Padre Island Dr,Corpus Christi,TX,78415,27.731695,-97.417609
NSA #01119,SecurCare Self Storage | S Crowley Rd,717 S Crowley Rd,Crowley,TX,76036,32.569976,-97.351857
NSA #01189,SecurCare Self Storage | 10701 Old Cleburne Crowley Jct Rd,10701 Old Cleburne Crowley Jct Rd,Crowley,TX,76036,32.585418,-97.388225
NSA #01190,SecurCare Self Storage | 10531 Old Cleburne Crowley Jct Rd,10531 Old Cleburne Crowley Jct Rd,Crowley,TX,76036,32.58788,-97.387576
NSA #00539,iStorage | Cypress North Houston Rd,14820 Cypress North Houston Rd,Cypress,TX,77429,29.945993,-95.645446
NSA #01111,iStorage | 17010 Huffmeister Rd,17010 Huffmeister Rd,Cypress,TX,77429,29.995402,-95.678979
NSA #01178,iStorage | 14130 Huffmeister Rd,14130 Huffmeister Rd,Cypress,TX,77429,29.972951,-95.643036
NSA #00663,SecurCare | Hargrove Dr,9450 Hargrove Dr,Dallas,TX,75220,32.861113,-96.863466
NSA #00760,SecurCare Storage | Scyene Rd,10331 Scyene Rd,Dallas,TX,75227,32.76314,-96.645552
NSA #00529,iStorage | Center St,4013 Center St,Deer Park,TX,77536,29.675174,-95.121554
NSA #00750,RightSpace Storage | E Hwy 71,4405 E Hwy 71,Del Valle,TX,78617,30.188128,-97.615937
NSA #00294,SecurCare Self Storage | Fort Worth Dr,550 Fort Worth Dr,Denton,TX,76201,33.200596,-97.137884
NSA #00764,SecurCare Self Storage | Dallas Dr,1002 Dallas Dr,Denton,TX,76205,33.198453,-97.124672
NSA #00765,SecurCare Self Storage | E McKinney St,3919 E McKinney St,Denton,TX,76208,33.211369,-97.084191
NSA #01113,iStorage | FM 646 Rd,4600 FM 646 Rd,Dickinson,TX,77539,29.49245,-95.013856
NSA #00004,Move It Storage | W Expy 83,1015 W Expy 83,Donna,TX,78537,26.185662,-98.086784
NSA #00102,Move It Storage | W Expy 83,1091 W Expy 83,Donna,TX,78537,26.185371,-98.089362
NSA #00157,Move It Storage | E Business Hwy 83,1513 E Business Hwy 83,Donna,TX,78537,26.16928,-98.045272
NSA #00749,RightSpace Storage | E US-290,3000 E US-290,Dripping Springs,TX,78620,30.193856,-98.03385
NSA #00103,Move It Storage | South Expressway 281,2400 South Expressway 281,Edinburg,TX,78542,26.277464,-98.149917
NSA #00158,Move It Storage | N Jackson Rd,222 N Jackson Rd,Edinburg,TX,78541,26.305957,-98.18557
NSA #00272,SecurCare Self Storage | Will Ruth Ave,5717 Will Ruth Ave,El Paso,TX,79924,31.886487,-106.409647
NSA #00273,SecurCare Self Storage | Osborne Dr,4701 Osborne Dr,El Paso,TX,79922,31.834827,-106.571827
NSA #00278,SecurCare Self Storage | N Loop Dr,9565 N Loop Dr,El Paso,TX,79907,31.689676,-106.299107
NSA #00279,SecurCare Self Storage | Alameda Ave,6982 Alameda Ave,El Paso,TX,79915,31.758849,-106.400217
NSA #00280,SecurCare Self Storage | Pebble Hills Blvd,11290 Pebble Hills Blvd,El Paso,TX,79936,31.781305,-106.303728
NSA #00756,SecurCare Storage | Helms Trail,9600 Helms Trail,Forney,TX,75126,32.699442,-96.42918
NSA #00757,SecurCare Storage | E US Hwy 80,394 E US Hwy 80,Forney,TX,75126,32.750383,-96.458898
NSA #01117,SecurCare Self Storage | McCart Ave,5197 McCart Ave,Fort Worth,TX,76115,32.670258,-97.353154
NSA #00136,iStorage | FM 1093,29625 FM 1093,Fulshear,TX,77441,29.689453,-95.885392
NSA #00293,SecurCare Self Storage | Bobtown Rd,3402 Bobtown Rd,Garland,TX,75043,32.850822,-96.578151
NSA #00752,RightSpace Storage | TX-29,7650 TX-29,Georgetown,TX,78628,30.637883,-97.816899
NSA #00111,SecurCare Storage | Robinson Rd,2422 Robinson Rd,Grand Prairie,TX,75051,32.712344,-97.020176
NSA #00271,SecurCare Self Storage | N Belt Line Rd,914 N Belt Line Rd,Grand Prairie,TX,75050,32.757724,-96.99391
NSA #00287,SecurCare Self Storage | Equestrian Ln,3031 Equestrian Ln,Grand Prairie,TX,75052,32.651253,-97.059095
NSA #00759,SecurCare Storage | TX-360,4660 TX-360,Grand Prairie,TX,75052,32.659108,-97.059946
NSA #00110,Move It Storage | W Expy 83,7802 W Expy 83,Harlingen,TX,78552,26.188538,-97.764932
NSA #00159,Move It Storage | N Loop 499,513 N Loop 499,Harlingen,TX,78550,26.224546,-97.692596
NSA #00160,Move It Storage | S Expressway 83,2222 S Expressway 83,Harlingen,TX,78550,26.171516,-97.700631
NSA #00161,Move It Storage | N 77 Sunshine Strip,216 N 77 Sunshine Strip,Harlingen,TX,78550,26.194638,-97.678418
NSA #00108,iStorage Self Storage | Normandy St,620 Normandy St,Houston,TX,77015,29.787475,-95.203084
NSA #00116,iStorage Self Storage | Tully St,1101 Tully St,Houston,TX,77079,29.781027,-95.603049
NSA #00494,iStorage | Katy Fwy,10200 Katy Fwy,Houston,TX,77043,29.785441,-95.549413
NSA #00495,iStorage | W Gray St,224 W Gray St,Houston,TX,77019,29.753594,-95.383491
NSA #00496,iStorage | Almeda Rd,5503 Almeda Rd,Houston,TX,77004,29.720172,-95.379151
NSA #00497,iStorage | N Braeswood Blvd,4456 N Braeswood Blvd,Houston,TX,77096,29.685396,-95.453558
NSA #00498,iStorage | Center St,3770 Center St,Houston,TX,77007,29.771031,-95.398295
NSA #00499,iStorage | Old Spanish Trl,2915 Old Spanish Trl,Houston,TX,77054,29.699754,-95.384222
NSA #00500,iStorage | Hwy 6 N,4177 Hwy 6 N,Houston,TX,77084,29.833204,-95.646945
NSA #00527,iStorage | Wallisville Rd,16660 Wallisville Rd,Houston,TX,77049,29.817214,-95.139237
NSA #00540,iStorage | Cypress Creek Pkwy,1429 Cypress Creek Pkwy,Houston,TX,77090,30.012511,-95.451089
NSA #00599,iStorage | Blackhawk Blvd,10646 Blackhawk Blvd,Houston,TX,77089,29.588547,-95.239148
NSA #00541,iStorage | FM 1960,2115 FM 1960,Humble,TX,77338,29.999298,-95.242738
NSA #01116,SecurCare Self Storage | W Airport Fwy,304 W Airport Fwy,Irving,TX,75062,32.835883,-96.949138
NSA #00137,iStorage Self Storage | FM 1463,4826 FM 1463,Katy,TX,77494,29.721658,-95.847346
NSA #00483,iStorage | Gaston Rd,11511 Gaston Rd,Katy,TX,77494,29.751481,-95.831861
NSA #00538,iStorage | N Fry Rd,5425 N Fry Rd,Katy,TX,77449,29.849398,-95.721015
NSA #00578,iStorage | Franz Rd,24620 Franz Rd,Katy,TX,77493,29.804123,-95.796887
NSA #00584,iStorage | Franz Rd,23014 Franz Rd,Katy,TX,77449,29.802197,-95.770565
NSA #00585,iStorage | Kingsland Blvd,22223 Kingsland Blvd,Katy,TX,77450,29.77439,-95.757838
NSA #00587,iStorage | 5310 E 5th St,5310 E 5th St,Katy,TX,77493,29.790417,-95.811941
NSA #01194,iStorage | 5335 E 5th St,5335 E 5th St,Katy,TX,77493,29.789558,-95.813565
NSA #00112,iStorage Self Storage | Cien Rd,525 Cien Rd,Kemah,TX,77565,29.533916,-95.014017
NSA #00113,RightSpace Storage | W Stan Schlueter Loop,3601 W Stan Schlueter Loop,Killeen,TX,76549,31.086952,-97.787967
NSA #00736,RightSpace Storage | E Central Texas Expy Ext,5400 E Central Texas Expy Ext 200,Killeen,TX,76543,31.07569,-97.690488
NSA #00738,RightSpace Storage | E Rancier Ave,4601 E Rancier Ave,Killeen,TX,76543,31.116244,-97.678202
NSA #00104,Move It Storage | W Expy 83,3401 W Expy 83,La Feria,TX,78559,26.159773,-97.854326
NSA #00569,iStorage | FM1765,2919 FM1765,La Marque,TX,77568,29.378356,-94.986689
NSA #00530,iStorage | Underwood Rd,2619 Underwood Rd,La Porte,TX,77571,29.66699,-95.08564
NSA #00579,iStorage | N 23rd St,2915 N 23rd St,La Porte,TX,77571,29.667056,-95.042143
NSA #00543,iStorage | S Egret Bay Blvd,1440 S Egret Bay Blvd,League City,TX,77573,29.508076,-95.069446
NSA #00755,RightSpace Storage | Hero Way W,11520 Hero Way W,Leander,TX,78641,30.580673,-97.864319
NSA #00266,SecurCare Self Storage | W Loop 281,1909 W Loop 281,Longview,TX,75604,32.522438,-94.78696
NSA #00267,SecurCare Self Storage | E Marshall Ave,3400 E Marshall Ave,Longview,TX,75601,32.50254,-94.676806
NSA #00268,SecurCare Self Storage | TX-281 Loop,1311 TX-281 Loop,Longview,TX,75604,32.531696,-94.774637
NSA #00269,SecurCare Self Storage | W Cotton St,1005A W Cotton St,Longview,TX,75604,32.505274,-94.768259
NSA #00295,SecurCare Self Storage | N Eastman Rd,2502 N Eastman Rd,Longview,TX,75605,32.529604,-94.720296
NSA #00328,SecurCare Self Storage | Gilmer Rd,108 Gilmer Rd,Longview,TX,75604,32.505274,-94.768259
NSA #00162,Move It Storage |  E Ocean Blvd,511 E Ocean Blvd,Los Fresnos,TX,78566,26.071594,-97.469114
NSA #00526,iStorage | Bailey Rd,8750 Bailey Rd,Manvel,TX,77578,29.529933,-95.356926
NSA #00098,Move It Storage | N 10th St,5901 N 10th St,McAllen,TX,78504,26.257046,-98.22149
NSA #00099,Move It Storage | Industrial Dr,2101 Industrial Dr,McAllen,TX,78504,26.250705,-98.235822
NSA #00124,Move It Storage | N 10th St,6600 N 10th St,McAllen,TX,78504,26.261811,-98.219015
NSA #01051,Move It Storage | S McColl Rd,2500 S McColl Rd,McAllen,TX,78503,26.176907,-98.218261
NSA #01052,Move It Storage | N 10th St,8412 N 10th St,McAllen,TX,78504,26.279648,-98.21645
NSA #00163,Move It Storage |  N Vermont Ave,601 N Vermont Ave,Mercedes,TX,78570,26.155536,-97.921028
NSA #00718,SecurCare Self Storage | N Belt Line Rd,4809 N Belt Line Rd,Mesquite,TX,75150,32.830946,-96.596872
NSA #00762,SecurCare Storage | W Kearney St,502 W Kearney St,Mesquite,TX,75149,32.77048,-96.603516
NSA #00291,SecurCare Self Storage | MH 379,3101 MH 379,Mineral Wells,TX,76067,32.789891,-98.082115
NSA #00100,Move It Storage | W Griffin Pkwy,2101 W Griffin Pkwy,Mission,TX,78572,26.231564,-98.351282
NSA #00101,Move It Storage | N Shary Rd,317 N Shary Rd,Mission,TX,78572,26.204472,-98.28823
NSA #00125,Move It Storage | Bryan Rd STE 101,200 Bryan Rd STE 101,Mission,TX,78572,26.205305,-98.310598
NSA #00126,Move It Storage | W Griffin Pkwy,304 W Griffin Pkwy,Mission,TX,78572,26.230308,-98.32725
NSA #00132,Move It Storage | E Griffin Pkwy,2545 E Griffin Pkwy,Mission,TX,78572,26.224028,-98.279436
NSA #01050,Move It Storage | E Mile 4 Rd,5700 E Mile 4 Rd,Mission,TX,78573,26.267316,-98.273021
NSA #00605,iStorage | FM 1092 Rd,1850 FM 1092 Rd,Missouri City,TX,77459,29.594601,-95.56513
NSA #00607,iStorage | FM 1092 Rd,1924 FM 1092 Rd,Missouri City,TX,77459,29.592241,-95.56462
NSA #00586,iStorage | Hwy 105 W,18455 Hwy 105 W,Montgomery,TX,77356,30.3794,-95.646994
NSA #00761,SecurCare Storage | 305 W Farm To Market 544,305 W Farm To Market 544,Murphy,TX,75094,33.01194,-96.618888
NSA #01165,SecurCare Storage | 231 W Farm To Market 544,231 W Farm To Market 544,Murphy,TX,75094,33.011925,-96.618083
NSA #00270,SecurCare Self Storage | W Pioneer Pkwy,3654 W Pioneer Pkwy,Pantego,TX,76013,32.713944,-97.166063
NSA #00531,iStorage | Burke Rd,5035 Burke Rd,Pasadena,TX,77504,29.634053,-95.180643
NSA #00105,Move It Storage | E Ferguson Ave,714 E Ferguson Ave,Pharr,TX,78577,26.208809,-98.173904
NSA #00127,Move It Storage | W Ferguson Ave,212 W Ferguson Ave,Pharr,TX,78577,26.212435,-98.184699
NSA #00164,Move It Storage |  S Cage Blvd,6101 S Cage Blvd,Pharr,TX,78577,26.136713,-98.19332
NSA #00165,Move It Storage | TX-100 Ste 101,910 TX-100 Ste 101,Port Isabel,TX,78578,26.071933,-97.217655
NSA #00119,iStorage Self Storage | FM359,5115 FM359,Richmond,TX,77406,29.629462,-95.790513
NSA #00134,iStorage Self Storage | Crabb River Rd,1728 Crabb River Rd,Richmond,TX,77469,29.557284,-95.690867
NSA #00139,iStorage Self Storage | FM359,4037 FM359,Richmond,TX,77406,29.62688,-95.773076
NSA #00145,iStorage Self Storage | Avenue I,5820 Avenue I,Rosenberg,TX,77471,29.557658,-95.768177
NSA #00753,RightSpace Storage | N FM 620,16450 N FM 620,Round Rock,TX,78681,30.497289,-97.725469
NSA #00532,iStorage | Callaghan Rd,4003 Callaghan Rd,San Antonio,TX,78228,29.461675,-98.603748
NSA #00533,iStorage | Culebra Rd,9428 Culebra Rd,San Antonio,TX,78251,29.485949,-98.669615
NSA #00534,iStorage | Huebner Rd,9031 Huebner Rd,San Antonio,TX,78240,29.527036,-98.597956
NSA #00535,iStorage | S General McMullen,1750 S General McMullen,San Antonio,TX,78237,29.399373,-98.557305
NSA #00536,iStorage | Rigsby Ave,3007 Rigsby Ave,San Antonio,TX,78222,29.398783,-98.407243
NSA #00592,iStorage | Roosevelt Ave,3535 Roosevelt Ave,San Antonio,TX,78214,29.354096,-98.481241
NSA #00593,iStorage | Hot Wells Blvd,870 Hot Wells Blvd,San Antonio,TX,78223,29.367274,-98.448938
NSA #00766,iStorage | O'Connor Rd,14611 O'Connor Rd,San Antonio,TX,78247,29.577384,-98.391459
NSA #00767,iStorage Self Storage | Fredericksburg Rd,3567 Fredericksburg Rd,San Antonio,TX,78201,29.477293,-98.539361
NSA #00106,Move It Storage | W Expy 83,1770 W Expy 83,San Benito,TX,78586,26.156249,-97.651692
NSA #00129,Move It Storage | S Oscar Williams Rd,550 S Oscar Williams Rd,San Benito,TX,78586,26.142419,-97.654694
NSA #00128,Move It Storage | N Raul Longoria Rd,2604 N Raul Longoria Rd,San Juan,TX,78589,26.220889,-98.150627
NSA #00768,iStorage | N Hwy 123 Bypass,620 N Hwy 123 Bypass,Seguin,TX,78155,29.574085,-97.941857
NSA #00744,RightSpace Storage | State Hwy 71,21012 State Hwy 71,Spicewood,TX,78669,30.351481,-98.062722
NSA #00115,iStorage | Aldine Westfield Rd,25222 Aldine Westfield Rd,Spring,TX,77373,30.069186,-95.406002
NSA #00484,iStorage | Farm to Market 2920,5000 Farm to Market 2920,Spring,TX,77388,30.07482,-95.495993
NSA #00606,iStorage | Louetta Rd,9620 Louetta Rd,Spring,TX,77379,30.003344,-95.558036
NSA #01139,iStorage | Aldine Westfield Rd,24011 Aldine Westfield Rd,Spring,TX,77373,30.056288,-95.39782
NSA #00292,SecurCare Self Storage | Glen Rose Rd,1038 Glen Rose Rd,Stephenville,TX,76401,32.211837,-98.189797
NSA #00751,RightSpace Storage | W 2nd St,4105 W 2nd St,Taylor,TX,76574,30.559074,-97.45678
NSA #00120,RightSpace Storage | S 39th St,2708 S 39th St,Temple,TX,76504,31.076049,-97.372463
NSA #00758,SecurCare Self Storage | US-80,3800 US-80,Terrell,TX,75160,32.738711,-96.319295
NSA #00580,iStorage | Farm to Market 2920,16920 Farm to Market 2920,Tomball,TX,77377,30.079767,-95.684614
NSA #01120,SecurCare Self Storage | Ric Williamson Memorial Hwy,1648 Ric Williamson Memorial Hwy,Weatherford,TX,76088,32.78216,-97.811627
NSA #00581,iStorage | Old Galveston Rd,410 Old Galveston Rd,Webster,TX,77598,29.536432,-95.115604
NSA #00107,Move It Storage | E 18th St,417 E 18th St,Weslaco,TX,78596,26.14319,-97.985429
NSA #00746,RightSpace Storage | Ranch Rd 12,16955 Ranch Rd 12,Wimberley,TX,78676,30.041452,-98.104163
NSA #00763,SecurCare Storage | FM 544,3475 FM 544,Wylie,TX,75098,33.012441,-96.594398
NSA #00609,iStorage | Market Ridge Lane,70 Market Ridge Lane,Daleville,VA,24083,37.413695,-79.911784
NSA #00501,iStorage | Wellington Rd,5579 Wellington Rd,Gainesville,VA,20155,38.79382,-77.593472
NSA #00697,iStorage | Lakeside Dr,2637 Lakeside Dr,Lynchburg,VA,24501,37.394666,-79.229426
NSA #00698,iStorage | Timberlake Rd,8117 Timberlake Rd,Lynchburg,VA,24502,37.349672,-79.232609
NSA #00700,iStorage | Timberlake Rd,22195 Timberlake Rd,Lynchburg,VA,24502,37.322661,-79.257413
NSA #00549,iStorage | Stowaway Ln,157 Stowaway Ln,Madison Heights,VA,24572,37.449817,-79.122218
NSA #00699,iStorage | S Amherst Hwy,4107 S Amherst Hwy,Madison Heights,VA,24572,37.465713,-79.117948
NSA #00463,iStorage | Ernies Way,951 Ernies Way,Norfolk,VA,23502,36.85288,-76.182763
NSA #00027,Northwest Self Storage | NW 29th Ave,18 NW 29th Ave,Battle Ground,WA,98604,45.781259,-122.568219
NSA #00084,Northwest Self Storage | NW Friberg-Strunk St,6250 NW Friberg-Strunk St,Camas,WA,98607,45.624627,-122.465216
NSA #00058,Northwest Self Storage | N Shepherd Rd,345 N Shepherd Rd,Camas,WA,98607,45.588933,-122.373733
NSA #00035,Northwest Self Storage | NE 3rd Loop,2327 NE 3rd Loop,Camas,WA,98607,45.588005,-122.38301
NSA #00040,Northwest Self Storage | Harrison Ave,2401 Harrison Ave,Centralia,WA,98531,46.743735,-122.997789
NSA #00022,Northwest Self Storage | Bishop Rd,1533 Bishop Rd,Chehalis,WA,98532,46.633076,-122.935601
NSA #00025,Northwest Self Storage | 13th Ave S,1699 13th Ave S,Kelso,WA,98626,46.127607,-122.901078
NSA #00087,Northwest Self Storage | S 11th St,6300 S 11th St,Ridgefield,WA,98642,45.808023,-122.684069
NSA #00033,Northwest Self Storage | Mountain Hwy E,21303 Mountain Hwy E,Spanaway,WA,98387,47.063639,-122.407164
NSA #00008,Northwest Self Storage | E Sprague Ave,11128 E Sprague Ave,Spokane Valley,WA,99206,47.656675,-117.254578
NSA #00026,Northwest Self Storage | E Sprague Ave,17915 E Sprague Ave,Spokane Valley,WA,99016,47.657693,-117.163651
NSA #00006,Northwest Self Storage | 18th Ave E,10611 18th Ave E,Tacoma,WA,98445,47.160326,-122.405187
NSA #00041,Northwest Self Storage | SE 164th Ave,2410 SE 164th Ave,Vancouver,WA,98683,45.60334,-122.504144
NSA #00065,Northwest Self Storage | NE 78th St,4200 NE 78th St,Vancouver,WA,98665,45.679611,-122.628306
NSA #00066,Northwest Self Storage | NE 104th Ave,421 NE 104th Ave,Vancouver,WA,98664,45.62419,-122.564764
NSA #00076,Northwest Self Storage | NE 121st Ave,5515 NE 121st Ave,Vancouver,WA,98682,45.662629,-122.548561
NSA #00083,Northwest Self Storage | NE 89th St,6212 NE 89th St,Vancouver,WA,98665,45.6878,-122.60799
NSA #00010,Northwest Self Storage | NE 117th Ave,12214 NE 117th Ave,Vancouver,WA,98662,45.70987,-122.554043
NSA #00090,Northwest Self Storage | NE Hwy 99 Ste A,7523 NE Hwy 99 Ste A,Vancouver,WA,98665,45.676542,-122.661084
